Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,components_3d_0,components_3d_1,components_3d_2,components_3d_3,components_3d_4,Price
3846,55,3.0,86.38361344847071,51.123106421419976,8.0,7,6.0,2000,0.041365446,1,1,31,5569,0,1,4,1,1,0,0,0,0,311644.49226849154
4237,22,2.0,52.30986584754164,33.946545020369825,9.0,8,17.0,2011,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,205768.69195588704
773,77,3.0,52.9365300068602,37.73016922437104,5.0,5,9.0,1977,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,1,0,234024.62710592587
12188,30,1.0,40.25619144919104,23.631732590692565,1.0,11,1.0,2016,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,123564.44883735305
6163,128,3.0,82.56387480763324,48.784937504201096,8.0,10,14.0,1995,0.0,1,1,27,4798,0,2,8,1,1,0,0,0,0,302539.8811750922
404,1,1.0,37.659759604411924,23.82884374286775,1.0,12,17.0,2018,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,143516.11313283484
16148,19,2.0,61.46428447408754,30.28951418749802,13.0,9,15.0,2009,0.309479124,1,1,35,7715,4,0,6,1,0,0,0,0,1,72430.5884399969
6359,177,1.0,31.162883689557727,20.415101345998266,5.0,7,9.0,1964,0.195781053,1,1,23,5212,6,3,2,1,1,0,0,0,0,183518.8369447461
6210,19,3.0,83.50564303230466,44.15016472861101,10.0,9,17.0,1995,0.000991363,1,1,33,6783,3,1,9,1,0,0,0,0,1,386226.9081151345
9000,41,2.0,61.511546537850705,32.94186073361556,12.0,13,14.0,2010,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,1,0,75269.22182293552
12010,8,2.0,55.42739684365492,33.615298938965296,8.0,1,14.0,1986,0.458174486,1,0,26,4439,1,1,5,1,1,0,0,0,0,205708.06918400057
302,39,3.0,68.23482426275098,44.580549406429434,11.0,9,12.0,1975,0.428825818,1,1,25,5011,8,0,2,1,1,0,0,0,0,338046.6503102609
566,95,2.0,46.18948213192286,34.081332933614824,5.0,5,5.0,1960,0.0,1,1,7,1660,39,1,5,1,0,0,1,0,0,239493.00968045674
14782,29,2.0,45.39584324880931,29.94348341202864,5.0,7,5.0,1963,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,1,174962.63967931925
5989,6,1.0,39.2517732833157,2.9815820482010995,1.0,17,25.0,2016,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,136206.66678229775
12888,62,1.0,36.47466254908437,36.1449309186429,0.0,4,4.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,108040.95292472394
3657,57,2.0,60.201044252230005,32.266645800907924,10.0,8,18.0,2004,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,230531.0459806409
788,108,3.0,75.21036975590764,43.503705914453285,8.0,15,22.0,2009,0.0,1,1,25,5027,4,1,1,1,1,0,0,0,0,542760.885926676
8632,55,2.0,54.51335692006332,35.303407214516504,9.0,5,17.0,1989,0.041365446,1,1,31,5569,0,1,4,1,1,0,0,0,0,234891.1842470976
13219,27,3.0,95.71349807033349,45.84949233895178,11.0,2,9.0,2000,0.041116354,1,1,53,14892,4,1,4,1,0,1,0,0,0,301732.1965241101
15946,14,2.0,43.35256873832796,28.921705816035708,5.0,2,5.0,1966,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,1,217398.25012714046
13512,39,1.0,34.37500663397916,20.874454324871174,9.0,4,12.0,1971,0.428825818,1,1,25,5011,8,0,2,1,1,0,0,0,0,143375.41391075213
5895,130,2.0,45.83818962408642,30.160033878213376,5.0,6,9.0,1965,0.21843974,1,1,21,4472,6,4,7,0,1,0,0,0,0,246097.55284048372
10719,53,2.0,45.84847575709514,31.68101209001095,5.0,3,9.0,1971,0.313924552,1,1,22,4625,11,2,10,1,1,0,0,0,0,210411.34434673013
2945,3,2.0,48.64017448617122,28.562881516275848,6.0,11,12.0,1971,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,1,0,191091.9689723418
13859,80,2.0,60.06044590393326,34.06299408031851,10.0,12,17.0,1985,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,1,253250.7341222307
1317,6,1.0,51.460538172857355,4.763692888362879,1.0,25,25.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,142065.03479488866
11449,6,2.0,65.36300002012607,45.348215750486375,1.0,13,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,189094.1616509403
13895,6,2.0,64.54528192627565,45.348215750486375,1.0,14,1.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,167148.08458903298
2153,37,2.0,60.54216152313222,41.23267137912478,1.0,15,17.0,1977,0.17891679600000002,1,1,18,3594,4,1,5,1,1,0,0,0,0,297735.2549380177
7820,27,2.0,73.16633496403416,50.53720691207421,0.0,6,0.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,164754.4759083077
3802,63,2.0,46.73730238942938,33.745508530007754,5.0,3,5.0,1963,0.23861713,1,1,26,3889,6,3,6,1,1,0,0,0,0,216429.3211435749
14775,9,2.0,52.31947587163667,30.75710353869859,8.0,12,14.0,1998,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,201524.56851770048
14945,6,3.0,83.19596818162344,45.95134224013629,12.0,4,17.0,2015,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,229706.6850050141
15593,106,3.0,78.53568602749844,44.51038676475036,12.0,5,14.0,2001,0.313924552,1,1,22,4625,11,2,10,1,1,0,0,0,0,351058.31136138673
14570,124,3.0,97.16634653405974,55.42728518841721,11.0,9,14.0,2007,0.16909109,1,1,19,3856,10,2,5,1,1,0,0,0,0,556931.5399595639
7993,112,1.0,45.529046464116774,20.20080001026436,9.0,13,22.0,2009,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,1,231165.9633881455
15093,47,1.0,38.198256831988466,22.20083340051997,7.0,15,17.0,2009,0.197367951,1,1,8,2423,1,0,1,1,0,0,1,0,0,163127.10037800265
13532,146,3.0,106.24639772813984,64.45174731692428,14.0,9,18.0,2010,0.236108458,1,1,16,3893,27,3,10,1,1,0,0,0,0,616857.1354640729
3597,139,1.0,34.49734853759785,19.151822263464478,6.0,2,9.0,1967,0.122090347,1,1,29,6566,7,4,0,1,0,0,0,0,1,187990.40642504624
6438,0,1.0,52.79225643983533,51.156268779225606,10.0,9,17.0,2017,0.006076152,1,1,30,5285,0,6,6,1,1,0,0,0,0,155726.7554401308
5570,140,1.0,39.702308378517905,22.23608046017324,8.0,10,12.0,2001,0.23861713,1,1,26,3889,6,3,6,1,1,0,0,0,0,220719.57584965567
8300,57,1.0,45.11245484054864,29.173209432078167,1.0,19,22.0,2015,0.407276235,0,1,9,1768,0,0,0,0,0,0,1,0,0,136584.64399285972
2210,62,1.0,38.94556881244153,23.631732590692565,10.0,9,15.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,107566.83227637602
9444,6,1.0,49.708471928507,32.71129105343143,1.0,7,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,154603.65911062024
8062,6,1.0,41.606714344863065,26.394364324160993,1.0,20,25.0,2017,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,137389.03512766652
15851,160,2.0,56.974531514670545,32.150601769946235,9.0,7,17.0,1989,0.0,1,1,39,8647,0,0,5,1,0,0,0,0,1,197979.1047070552
12367,56,2.0,57.717570080566595,32.15973836085531,9.0,7,17.0,1986,0.0,1,1,23,5067,4,2,6,1,1,0,0,0,0,348249.1226812334
7158,28,2.0,56.62459587065694,35.6780715608013,9.0,13,17.0,2006,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,1,273916.5693595586
14409,90,2.0,50.157917145734025,34.69423271794557,8.0,14,12.0,1971,0.265088676,1,1,37,5288,0,3,2,1,1,0,0,0,0,196438.35518646333
7866,1,2.0,66.86848203196803,45.348215750486375,9.0,5,20.0,2019,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,200728.49627946282
12347,1,2.0,62.59130293603487,4.77578976984105,1.0,8,6.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,1,0,0,171878.67967713813
15094,44,1.0,42.06947107120685,21.44117703339547,7.0,10,17.0,2002,0.232205084,1,1,24,4860,1,0,3,1,1,0,0,0,0,194636.02571865774
16794,29,2.0,45.280336226618005,32.3709200226873,5.0,8,8.0,1967,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,1,239503.7273714993
2517,45,2.0,63.32674579721285,41.16238476818835,0.0,4,0.0,2018,0.195781053,1,1,23,5212,6,3,2,1,1,0,0,0,0,416710.2417058315
10186,18,1.0,39.737363232291045,22.87147526265025,8.0,8,14.0,1987,0.0,1,1,30,5562,0,0,5,0,1,0,0,0,0,186931.11178150194
16720,24,3.0,61.58837914185687,41.7417898868723,8.0,1,9.0,1977,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,1,0,329623.5895516644
11028,27,2.0,59.36650544097894,39.64775009012895,9.0,14,1.0,1977,0.211401214,1,1,9,1892,0,0,1,1,0,0,1,0,0,142370.8772054661
2394,61,3.0,67.77876252417533,43.30097849857714,8.0,7,9.0,1978,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,1,0,290761.52806687326
12029,23,1.0,38.866786642605675,23.631732590692565,1.0,5,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,1,0,0,103781.33055404648
15962,32,2.0,48.68165210174354,29.931208182449087,6.0,9,9.0,1968,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,1,213393.44980063225
3947,46,2.0,42.36272726477026,32.04769690933015,5.0,3,5.0,1963,0.188783766,1,1,31,6137,4,0,1,1,0,0,0,0,1,174604.209581904
16429,57,3.0,64.86981283880701,63.55496139752924,8.0,6,9.0,1977,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,291872.4137006557
10713,27,1.0,41.25327241767624,26.16462707148956,1.0,3,9.0,2018,0.011654127,1,1,4,915,0,0,0,1,0,0,1,0,0,108652.99313567783
1608,45,1.0,42.583453510335026,25.607844932696633,1.0,21,1.0,2015,0.195781053,1,1,23,5212,6,3,2,1,1,0,0,0,0,292327.0191237874
9123,9,2.0,57.57268177585426,34.51166464300901,9.0,17,17.0,1993,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,0,231496.45993935646
8495,22,1.0,40.18290689190018,18.5721710919692,8.0,12,14.0,1977,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,173907.49738753412
12098,9,3.0,79.35225562313792,50.53720691207421,1.0,9,1.0,1977,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,232255.10548064034
8208,109,2.0,79.03373589836718,40.069064368780346,10.0,15,18.0,1987,0.0,1,1,25,5027,4,1,1,1,1,0,0,0,0,493265.91174141073
6397,39,1.0,40.17118454170273,21.493838299682842,7.0,16,17.0,2010,0.428825818,1,1,25,5011,8,0,2,1,1,0,0,0,0,191808.0751615406
5248,99,2.0,45.235458630552756,29.44907268045439,5.0,3,5.0,1971,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,1,0,172864.61181737806
9585,128,3.0,78.38450259794537,48.670993945317925,10.0,17,17.0,1993,0.0,1,1,27,4798,0,2,8,1,1,0,0,0,0,312926.6900570367
8474,30,1.0,49.27782397120834,32.71129105343143,1.0,1,16.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,83754.89979670502
15492,74,1.0,50.993614997147645,32.71129105343143,1.0,8,22.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,1,0,0,166683.80871116393
15881,62,1.0,44.22032772431163,28.74321302080256,0.0,8,0.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,117947.29433065502
7995,52,3.0,79.28702780924154,50.53720691207421,1.0,12,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,1,198873.13702581366
16224,101,1.0,36.17039070970402,19.169342131287802,9.0,13,12.0,1971,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,1,195426.35689975414
5074,61,1.0,45.26691088946136,23.601067226585787,8.0,5,12.0,1978,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,1,0,190428.71034081554
465,3,1.0,29.72186611091766,18.39180385810284,5.0,6,12.0,1977,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,1,0,143442.03363391658
4613,57,3.0,82.77718204386022,52.59106636461573,11.0,7,7.0,2004,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,280222.6092399807
4824,20,1.0,40.91981513009717,22.76653423990948,9.0,12,14.0,1969,0.019508796,1,1,37,7687,11,5,5,1,0,0,0,0,1,273703.361395633
11999,12,2.0,56.81555502030263,29.22619072035405,8.0,3,12.0,1981,0.090799103,1,1,74,19083,2,5,15,1,0,1,0,0,0,218879.94247932645
6265,11,1.0,44.69654225370815,21.42797545028509,8.0,10,12.0,1977,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,1,183355.86239288462
11341,30,3.0,78.44084310994972,45.922680741433496,10.0,17,25.0,1985,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,399599.70248873264
10422,30,2.0,66.34106738086557,45.348215750486375,1.0,19,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,190611.46443919337
2793,23,3.0,73.63035457833837,70.71666541678985,10.0,3,17.0,2018,0.005767451,1,1,1,388,0,0,0,1,0,0,1,0,0,109873.36601963463
9083,27,1.0,42.534662283602906,40.811915955071015,10.0,12,17.0,2016,0.011654127,1,1,4,915,0,0,0,1,0,0,1,0,0,106518.42161168413
14366,23,2.0,66.32913983435746,45.348215750486375,1.0,12,2.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,1,0,0,159839.77854666085
7925,7,1.0,39.20873320644662,22.48590715115469,8.0,3,4.0,1960,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,1,0,168504.9599109566
3445,53,1.0,35.6727879878611,21.391266221424914,8.0,4,24.0,2020,0.049637257,1,1,34,7759,0,1,3,1,0,0,0,0,1,170847.41676632906
6856,84,2.0,49.41911565299052,31.18170118694244,5.0,6,5.0,1966,0.14966637300000002,1,1,22,4789,2,4,1,1,1,0,0,0,0,200759.15503000663
9579,120,3.0,82.85896938472663,43.00682610604733,10.0,17,17.0,2004,0.0006991189999999999,1,1,14,3369,24,0,3,1,1,0,0,0,0,341421.7918425962
12777,58,2.0,62.46586210370658,60.106000831577994,0.0,11,12.0,1977,0.43788524,1,1,23,5735,3,0,5,1,1,0,0,0,0,145664.7081259782
5244,57,3.0,68.01625673808816,44.00662634800592,9.0,9,14.0,1976,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,1,0,257484.78307107673
7713,11,2.0,47.03343309100566,29.296514122933093,5.0,1,5.0,1970,0.038692987000000005,1,1,28,6533,1,2,5,1,0,0,0,0,1,178429.67526016632
15456,140,2.0,47.781595247539826,30.780010059740327,5.0,4,5.0,1960,0.23861713,1,1,26,3889,6,3,6,1,1,0,0,0,0,204610.6486302805
9657,123,1.0,40.885067646679815,20.90476904057441,8.0,14,12.0,1983,0.0,1,1,47,11319,0,3,5,1,0,0,0,1,0,192744.31682748336
14166,64,1.0,39.930063853393015,19.621666864391024,6.0,8,9.0,1970,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,1,189464.78134516426
5847,67,3.0,76.04046697360684,46.79164040646143,10.0,10,16.0,1977,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,1,320744.6317415241
1848,99,2.0,48.232263927202155,32.35624187806911,6.0,8,9.0,1971,0.012338886,1,1,35,5776,1,2,4,1,1,0,0,0,0,178517.67552370887
6604,124,2.0,45.438425458509464,28.087059746095395,5.0,4,9.0,1970,0.122090347,1,1,29,6566,7,4,0,1,0,0,0,0,1,214944.6195994289
4234,34,2.0,53.55902809255145,33.148711036417275,9.0,3,17.0,1999,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,0,245924.3619501161
10344,66,2.0,49.523702363195355,33.27417102035262,5.0,2,5.0,1962,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,1,0,200308.99761351585
5660,23,1.0,31.75321783434666,30.928076795745028,1.0,7,12.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,1,0,0,65932.03469957302
11032,45,3.0,74.15547110178848,44.59511147508,8.0,9,9.0,1973,0.014423114,1,1,19,3806,4,0,3,1,1,0,0,0,0,338563.50441538164
12159,6,2.0,63.1301861436907,41.23267137912478,0.0,4,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,168826.79111074618
3132,129,1.0,34.60601163786266,19.127896625866583,6.0,5,5.0,1959,0.051942062,1,1,17,4017,7,2,0,1,1,0,0,0,0,186441.5642114394
1951,44,2.0,54.68422814906505,34.29024205366923,9.0,8,14.0,2006,0.232205084,1,1,24,4860,1,0,3,1,1,0,0,0,0,261592.7749958396
6878,127,1.0,30.120510546356613,20.93836276802968,5.0,4,5.0,1958,0.486245621,1,1,13,2514,19,0,6,1,0,0,1,0,0,130996.19622875082
593,11,1.0,36.13288872276672,20.953341081819676,5.0,6,9.0,1974,0.012338886,1,1,35,5776,1,2,4,1,1,0,0,0,0,147414.25865647508
9902,48,3.0,84.0282024373707,48.66909268379717,9.0,15,25.0,2015,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,1,0,291778.9267418421
14568,157,1.0,34.08345621464551,19.685535958963566,9.0,9,12.0,1971,0.0,1,1,30,7538,87,5,5,1,0,0,0,0,1,268256.96660045837
12355,23,1.0,35.95604435114056,21.479252610381184,0.0,4,0.0,1977,0.005767451,1,1,1,388,0,0,0,1,0,0,1,0,0,73940.5956653482
8241,8,4.0,101.52844405581543,95.00302998138788,10.0,26,24.0,2010,0.092290642,1,1,21,4346,2,1,2,1,1,0,0,0,0,406384.44520531216
9273,9,1.0,43.0630790018807,41.472957677533095,1.0,12,1.0,2017,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,140371.21052947227
2485,6,1.0,42.621729421430004,25.607844932696633,1.0,17,16.0,2017,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,136197.11720773744
5918,9,4.0,122.50024572674751,91.21630553930869,1.0,19,18.0,1977,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,347736.96894256014
5963,62,2.0,83.74124284044036,60.912515124157416,1.0,4,1.0,2016,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,247360.4669219403
12854,46,1.0,34.17510520423177,18.61002125042133,6.0,6,9.0,1970,0.0,1,1,47,11319,0,3,5,1,0,0,0,1,0,168432.15295425337
6678,62,2.0,56.567781470175426,31.05311126329844,11.0,13,16.0,1976,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,1,270011.4837755971
6725,134,3.0,88.74524054190344,51.66160012597417,10.0,12,12.0,2017,0.212515361,1,1,19,3293,16,3,7,1,1,0,0,0,0,215851.426648743
1433,62,1.0,46.29688156391805,29.173209432078167,0.0,8,0.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,122609.32970300523
7217,97,1.0,25.98540935132594,13.368546587717235,5.0,3,9.0,1973,0.306977489,1,1,27,5148,14,5,7,1,1,0,0,0,0,123799.48621616034
14147,47,1.0,37.60898958197157,20.885469222675308,6.0,1,12.0,1980,0.298204575,1,1,16,4048,3,1,3,1,1,0,0,0,0,153187.39803990105
9376,9,2.0,61.794365186980464,35.80444568534862,10.0,8,14.0,1995,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,198615.0204305936
15372,105,2.0,38.72201465808342,28.161919564994804,6.0,1,9.0,1971,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,1,184397.5880913237
10259,21,3.0,79.06937894023484,46.03306269940293,10.0,4,14.0,2008,0.034331497,1,1,25,5487,3,0,4,1,1,0,0,0,0,429171.38939466345
12702,58,1.0,44.81772276743538,29.173209432078167,1.0,11,17.0,1977,0.43788524,1,1,23,5735,3,0,5,1,1,0,0,0,0,121387.71128937096
13086,58,2.0,66.20969030292491,45.348215750486375,0.0,4,3.0,1977,0.43788524,1,1,23,5735,3,0,5,1,1,0,0,0,0,145258.39542583725
11564,89,2.0,42.48136913038536,22.79878519064324,7.0,6,9.0,1965,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,1,206441.71869732294
10500,17,3.0,78.56413148181898,45.59921941079815,11.0,8,24.0,2010,0.093442564,1,1,23,4635,5,2,4,1,1,0,0,0,0,520238.7058689143
2285,62,2.0,77.63307293817155,50.53720691207421,1.0,6,6.0,2017,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,178912.36908081267
11018,56,3.0,67.42451318833426,42.97265260262725,8.0,2,16.0,1982,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,1,0,334325.6439923818
10569,107,2.0,45.00591514808664,27.972899193179227,5.0,4,5.0,1963,0.050272014,1,1,21,4231,14,0,3,1,1,0,0,0,0,221502.3494138832
11738,53,2.0,65.9514851619834,47.065177067054606,12.0,9,24.0,2018,0.049637257,1,1,34,7759,0,1,3,1,0,0,0,0,1,280212.2593519567
7980,61,2.0,53.828366445113794,30.558457056878918,8.0,8,12.0,1982,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,1,0,259310.8103828365
4792,168,1.0,50.02815234841179,23.884804811010962,8.0,2,5.0,1960,0.341071945,1,1,27,5664,48,3,11,1,1,0,0,0,0,194253.06920882573
7288,23,1.0,30.456100704811725,19.79646545812762,0.0,2,9.0,2017,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,1,0,0,73152.79890675332
7665,34,3.0,87.84908601682855,60.912515124157416,1.0,5,25.0,2016,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,0,320797.7023027956
4331,94,1.0,34.090702645175426,20.370386874704174,6.0,7,9.0,1973,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,1,163040.58587524435
10628,18,2.0,57.92560277280624,33.06790616384879,8.0,16,14.0,1988,0.0,1,1,30,5562,0,0,5,0,1,0,0,0,0,242139.8408913777
1022,3,1.0,32.83539558034084,19.498795682352085,6.0,10,12.0,1972,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,1,0,143913.84580076527
10996,27,2.0,42.34211713987106,25.607844932696633,1.0,6,17.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,146283.97778721724
12906,34,2.0,62.84535429187669,60.87826305001233,1.0,6,6.0,2017,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,0,276616.6784954175
1898,58,2.0,38.25695468345707,26.49962845318109,7.0,9,9.0,1964,0.31019913,1,1,11,2748,1,0,0,1,0,0,1,0,0,147247.874311221
10245,87,3.0,64.18415798052641,42.09376302969181,9.0,5,9.0,1981,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,1,239443.83573310226
16664,9,3.0,65.6887569262101,40.91489734323087,8.0,15,14.0,1997,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,227554.01693050613
12120,41,3.0,72.36058650796198,40.111807452691174,9.0,8,16.0,1984,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,1,0,301664.0786724052
15059,90,1.0,37.85740552013553,22.352891785902205,9.0,3,12.0,1969,0.265088676,1,1,37,5288,0,3,2,1,1,0,0,0,0,189627.71982738856
1887,6,3.0,75.41760690891206,50.53720691207421,0.0,7,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1,0,0,1,0,0,197613.62158448386
10919,190,2.0,47.489414781576855,35.564479208442265,4.0,5,5.0,1918,0.0,1,1,30,7538,87,5,5,1,0,0,0,0,1,537979.6575089772
13812,1,1.0,44.004221576482436,29.173209432078167,1.0,9,17.0,1977,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,131509.56362756682
3716,21,2.0,43.335586237511386,31.47544253391449,6.0,2,5.0,1965,0.034331497,1,1,25,5487,3,0,4,1,1,0,0,0,0,162592.6528682412
5628,1,1.0,48.61257626785504,32.71129105343143,1.0,3,24.0,1977,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,168420.66157056973
6436,79,3.0,91.28259959524765,50.81913417259965,11.0,19,25.0,1979,0.307466659,1,0,30,5048,9,2,5,1,1,0,0,0,0,182452.76475923427
2498,30,1.0,48.511848236885776,43.93541039036208,10.0,3,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,120686.03112614574
10393,27,1.0,54.79760901442653,50.2774907106296,1.0,16,14.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,166803.35316122186
7599,62,2.0,73.93590532866399,50.53720691207421,1.0,14,1.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,1,0,0,168061.1086871632
8978,9,2.0,55.76006245233498,31.15167939802818,9.0,9,15.0,2010,0.161531741,1,1,25,5648,1,2,4,1,1,0,0,0,0,208690.31624196807
15762,109,3.0,76.746603238253,46.47019765794254,10.0,15,17.0,1996,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,1,117242.41811870402
6906,12,1.0,40.72315245889765,21.097875970819725,8.0,16,17.0,1987,0.090799103,1,1,74,19083,2,5,15,1,0,1,0,0,0,175521.57590805631
9514,38,1.0,47.30306507495757,32.71129105343143,1.0,20,1.0,1977,0.060753049,1,1,15,2787,2,0,7,1,0,0,1,0,0,269128.3192101606
15333,88,2.0,66.32816279970365,45.348215750486375,11.0,12,0.0,1977,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,1,290791.32993908075
10772,58,3.0,60.315001093134214,35.30475071053724,6.0,9,9.0,1970,0.14890389099999998,1,1,9,1952,1,3,2,1,0,0,1,0,0,193637.6682590033
2723,188,1.0,36.05230693998549,22.858800623016737,6.0,6,9.0,1973,0.0,1,1,7,1660,39,1,5,1,0,0,1,0,0,218071.67343984585
6837,165,1.0,40.78175227759245,19.251595572338214,0.0,9,0.0,1977,0.020741326,1,1,24,5613,5,2,5,1,1,0,0,0,0,131026.30706501895
11438,1,1.0,38.603074193770496,23.631732590692565,1.0,5,17.0,1977,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,142314.81385214106
14501,1,2.0,65.0234203975025,64.09485706528706,1.0,15,17.0,1977,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,178227.69378824424
3943,85,4.0,63.14741387540085,46.7779635239433,6.0,6,9.0,1979,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,1,0,250971.66390366468
15153,2,1.0,37.46041367933325,20.5776536083182,10.0,13,12.0,1980,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,1,0,178464.25055760407
7721,1,2.0,63.886164026405666,62.53289213929033,10.0,25,24.0,2017,0.007122317,1,1,1,264,0,0,1,1,0,0,1,0,0,218538.04823691602
19,16,3.0,64.08092957649615,44.55132014999461,6.0,5,9.0,1980,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,1,0,258719.28870838077
13848,153,3.0,77.81085482138081,48.708323975858974,10.0,4,17.0,1994,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,1,0,305857.99852488947
1487,18,2.0,54.429399215486384,32.140939004228,8.0,11,17.0,1998,0.0,1,1,30,5562,0,0,5,0,1,0,0,0,0,104946.73488355387
5471,30,2.0,68.6716079572673,45.348215750486375,1.0,17,1.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,1,198786.77669702875
